,full_date,Event,Location,Latitude,Longitude
593,,Queens Community Justice Center Health Day Event,Bayswater Park- 701 Bay 32 St. Far Rockaway,40.598804,-73.765872
594,,Kids Of Queens - A Cause A Concern A Solution Network Inc.,"115-62 Sutphin Blvd, Jamaica New York 11436",40.672823,-73.786867
595,,106 Precinct Community Council Meeting,"Officer Demutiis Park Liberty Ave between 101 and 102 Streets , Ozone Park, NY 11417",40.675056,-73.844315
596,,CPC-Nanshan Senior Center visit,"133-14 41st Ave, Queens, NY 11355",40.757251,-73.831415
597,,CPC-Nanshan Senior Center visit,"133-14 41st Ave, Queens, NY 11355",40.757251,-73.831415
598,,Community Unity Day - Bethel Gospel Tabernacle,"110-18 Guy R. Brewer Blvd, Jamaica NY 11433",40.692885,-73.788726
599,,JBBA Street Fair / Eid Reunion,Between 77th and 75th Street and 37th AvenueJackson Heights,40.692885,-73.788726
600,,Desi Senior Center,"85-37 JMC Way, Jamaica, NY 11432",40.709827,-73.805954
601,,Queens Royal Priest Hood Mural Unveiling,Beach Channel Educational Campus 100-00 Beach Channel Drive Rockaway Beach 11694,40.585879,-73.823193
602,,Praise Tabernacle Community Fun Day,"108-11 Sutphin Boulevard Jamaica, 11435",40.692603,-73.799233
603,,Peace Over Profit - South Jamaica Houses Community Event,"108-16 159th Street Jamaica, New York 11433",40.694793,-73.794107
604,,NNO 101,O'Donohue Park Beach 17th St. & Boardwalk,40.596932,-73.750948
605,,NNO 108,Andrew Grove Park,40.713574,-73.908703
606,,Resorts World Hyatt Hotel Anniversary Event,"110-00 Rockaway Boulevard Jamaica, NY 11420",40.672962,-73.833233
607,,Queens Jewish Community Council Anti-Crime Program,"Social Hall 70-05 150th St., Flushing, NY 11367",40.729545,-73.818098
608,,Hamilton Beach Civic Association Meeting,Howard Beach Motor Boat Club  59 Russell Street Hamilton Beach,40.655851,-73.82928
609,,Calvary Assembly of God Church,"102-07 Rockaway Boulevard, Ozone Park, NY",40.67957,-73.836781
610,,Liberty Fellowship Bible Church,"106-45 98th St., Ozone Park, NY 11417",40.679163,-73.840354
611,,Faith Assembly,"120-13 101st Ave, South Richmond Hill, NY 11419",40.690503,-73.82453
612,,KAAGNY  77th Anniversary Korean Independence Day,"167-17 Northern Blvd, Flushing",40.759071,-73.798502
613,,Detective Mollie Gustine Street Co-Naming,"117-31 192nd Street, Jamaica, 11434",40.674583,-73.78156
614,,Back 2 School Event - Community Board 12,"107-29 Inwood Street, Jamaica, NY 11435",40.690786,-73.804593
615,,Press Conference - Jenifer Rajkumar - Hate Crime,"103-24 111 Street, South Richmond Hill, NY 11419",40.685252,-73.83151
616,,Commonpoint Opportunity Youth Community Resource Fair,"7717 Queens Blvd., Elmhurst 11373",40.738798,-73.886512
617,,Flushing ALC (Adult Learning Center) Resource Fair,"Queens Public Library 41-17 Main Street, Flushing NY 11355",40.757971,-73.829118
618,,OCP Classic - Basketball Tournament,"113-01 196th Street, St. Albans, NY 11412",40.700161,-73.758256
619,,"Wen Chow Association Inc, 45th Anniversary Gala","Grand Restaurant, 4021 Main Street, Flushing NY 11354",40.759039,-73.829661
620,,Annual Community Day - Alicia Hyndman,Merrick Boulevard bet. 226th Street & 228th Street,40.679255,-73.758493
621,,Banner Drop Off - Senior Month Preparation,"177-01 Baisley Blvd Jamaica, NY 11434",40.686728,-73.768833
622,,Senior Month Press Conference - 20th Annual Senior Month,"177-01 Baisley Blvd Jamaica, NY 11434",40.686728,-73.768833
623,,Hamilton Beach Baby Parade,"West Hamilton Beach Fire House 102-33 Davenport Ct, Howard Beach, NY 11414",40.653755,-73.82843
624,,102 PCT Council Meeting,One Stop Richmond Hill Community Center 110-08 Jamaica Avenue Richmond Hill NY 11418..,40.696373,-73.837662
625,,Public Safety Community Conversation with the Mayor,"Rochdale Village Grand Ballroom 169-65 137th Avenue Jamaica, NY 11434",40.674088,-73.770908
626,,Ozone Park Residents Block Association Meeting,Deshi Senior Center 83-10 Rockaway Blvd NY 11416,40.683689,-73.857163
627,,March for Witness in Rockaway,Bayswater Park 701 Bay 32 Street Far Rockaway,40.598804,-73.765872
628,,Rockaway 9/11 Ceremony at Tribute Park,Tribute Park 116th Street and Beach Channel Drive Rockaway Park 11694,40.57661,-73.84276
629,,Howard Beach 9/11 Candleight Ceremony,Our Lady of Grace Church Parking Lot 100th Street between 159 and 158 Avenues Howard Beach 11424,40.714304,-73.827263
630,,9/11 Rememberance Concert at the Poppenhusen Institute,"114-04 14th Road College Point, N.Y. 11356-1422
",40.784494,-73.852936
631,,Rochdale Village Fall Festival,"Rochdale Village  169-65 137th Avenue Jamaica, NY 11434",40.674088,-73.770908
632,,111th Precinct Community Council Meeting,"4506 215 St., Bayside, NY 11361",40.760229,-73.767586
633,,Community Board 9 General Meeting,Zoom Meeting ID 815 6315 9923 PW 242761,40.760229,-73.767586
634,,CB4 Community Board meeting,"51-11 108th street, corona, NY  11368",40.743622,-73.854924
635,,109 Precinct Community Council Meeting,the Bowne Street Community Church - 143-11 Roosevelt Avenue.,40.601299,-73.745267
636,,Fall festival Press conference,"133-29 41st Ave, 1st Floor, Flushing NY 11355",40.757528,-73.831239
637,,Hooping for Peace and Quality 3,"Cambria Heights Park - Francis Lewis Blvd, Cambria Heights, NY 11411",40.69455,-73.73847
638,,Community Board 13 General Meeting,"I.S 109 Jean Nuzzi Intermediate School Auditorium 213-10 92nd Avenue, Queens Village NY 11428",40.720616,-73.746672
639,,107 Precinct Community Council Meeting,"107th Precinct 71-01 Parsons Blvd, Queens, NY 11365",40.738884,-73.790067
640,,115th Precinct Community Council,"92-15 Northern Blvd.,Jackson Hgts., NY, 11372-1747",40.756737,-73.87565
641,,JFKR Community Outreach Faith Based Leadership Breakfast,"144-33 Jamaica Avenue Jamaica, NY 11435",40.70217,-73.810259
642,,112th Precicnt Community Council Meeting,"American Legion Hall, 107-15 Metropolitan Avenue,",40.709689,-73.846026
643,,101 Precinct Community Council Meetings,"Church of God Christian Academy 1332 Central Ave 1336. Far Rockaway, NY 11691",40.606941,-73.750054
644,,Queens Community House; Kew Gardens Community Center Visist - Elder Fraud Presentation,"80-02 Kew Gardens, Kew Gardens, 11415",40.713822,-73.831078
645,,Community Board 3 General Meeting,"P.S 69-  77-02 37th Ave, Jackson Heights, NY 11372",40.749102,-73.888502
646,,Assemblymember Cathy Nolan's Women's Breakfast,"LaGuardia Community College 31-10 Thompson Ave., Long Island CIty, NY 11101",40.743886,-73.934475
647,,Proctor Hopson VFW Resource Fair,110-02 Merrick Boulevard Jamaice,40.695237,-73.78211
648,,Senator John Liu's Senior Appreciation Day,"133-29 41st Ave, 1st Floor, Flushing NY 11355",40.757528,-73.831239
649,,105 PCT Council Meeting,"105 PCT  92-08 222nd St, Queens, NY 11428",40.726301,-73.734551
650,,"Meet & Greet with Chief Kevin Williams, PBQS Commander",125-01 Queens Boulevard,40.746825,-73.938986
651,,Queens Civic Congress Biennial Luncheon,"Antun's 96-43 Springfield Blvd. Queens Village, NY 11429",40.717367,-73.73521
652,,Women's Club of Forest Hills,"15 Borgage Place, Forest Hills, NY 11375",40.723041,-73.843688
653,,102 PCT Council Meeting,One Stop Richmond Hill Community Center 110-08 Jamaica Avenue Richmond Hill NY 11418..,40.696373,-73.837662
654,,Breakfast with Community Leader Steven Tin and Heng Chen,"5850 Francis Lewis Blvd, Queens, NY 11365",40.74398,-73.776269
655,,Public Safety Community Conversation with the Mayor Queens North,"6817 Austin St., Forest Hills 11375",40.723109,-73.851781
656,,Congressman Gregory Meeks Congressional Clergy and Community Breakfast,Jamaica Performing Arts Center 153-10 Jamaica Avenue,40.70334,-73.800201
657,,Community Board 10 General Meeting,"Old Mill Yacht Club 163-15 Cross Bay Boulevard ,Howard Beach",40.601639,-73.820264
658,,The Federated Block of Laurelton,"Starz Palace Hall Inc. 231-09 Merrick Boulevard Laurelton, NY 11413",40.675843,-73.739069
659,,Queens County Bar Association Hispanic Heritage Event,"9035 148 St., Jamaica 11435",40.70231,-73.806897
660,,Detective Brian Simenson Street Co-naming Ceremony,"South west corner 118 street and Jamaica Avenue, Queens NY 11418",40.698566,-73.83127
662,,Domestice Violence Workshop stie visit,"92-24 Rockway Blvd, Ozone Park NY 11417",40.681019,-73.846625
663,,QDA Hispanic Heritage Celebration,"Lima Restaurant 85-7 Northern Blvd., Jackson Heights, New York",40.755879,-73.88233
664,,Community Board 5 General Meeting,"Christ the King HS, 68-02 Metropolitan Avenue, Middle Village, NY 11379",40.711687,-73.888219
665,,Charles B Wang Health Center newest location grand opening,"131-72 40th Road, Fllushing",40.755517,-73.835817
666,,109th Precinct Council meeting,"143-11 Roosevelt Ave. Flushing, NY",40.761624,-73.822071
667,,106th Precinct Community Council,106TH Precinct 133-15 86th Street Ozone Park,40.761624,-73.822071
668,,Hamilton Beach Civic Association Meeting,Howard Beach Motor Boat Club 59 Russel Street Hamilton Beach,40.655851,-73.82928
669,,Ozone Park Residents Block Association OZPKRBA GALA,"Roma View 160-05 Cross Bay Blvd, Howard Beach NY 11414",40.657392,-73.839136
670,,Auto-Dealer Breakfast,"1530 Petracca Place College Point, NY 11356",40.784206,-73.8281
671,,HouYu Association 38th Anniversary,136-20 Roosevelt Ave. Flushing  3rd floor,40.784206,-73.8281
672,,115th Precinct Community Council Meeting,"115th Precint  92-15 Northern Blvd, Queens, NY 11372",40.751146,-73.882508
673,,Domestic Violence Workshop,"Queens Public Library 92-24 Rockaway Blvd Ozone Park, NY",40.680965,-73.846712
674,,Patrol Borough Queens South Recent Graduates Orientation,"107th Precinct Muster Room 71-01 Parsons Boulevard Fresh Meadows, NY 11365",40.730117,-73.810739
675,,Clearview Self Help Senior Center Visit,"20811 26 Ave., Bayside 11360",40.776571,-73.783759
676,,Elmer H. Blackburne Club Membership Meeting,"220-13 Merrick Blvd. Laurelton, NY",40.678694,-73.748235
677,,Councilmember Nantasha Williams Fall Family Fun Day,"217-60 Hollis Avenue Queens Village, NY 11429",40.710912,-73.740559
678,,CPC-Senior Center,"133-14 41st Ave, Queens, NY 11355",40.757251,-73.831415
679,,Jamaica Estates Association Membership Meeting,"18114 Midland Pkwy, Queens, NY 11432",40.720458,-73.784541
680,,105 PCT Council Meeting,"105 PCT  92-08 222nd St, Queens, NY 11428",40.726301,-73.734551
681,,Aamir Griffin Sunset Prayer Cops & Kids Basketball Game,"116-80 Guy R Brewer Boulevard, Jamaica NY",40.684277,-73.783016
683,,King of Kings Open House,"106-56 Guy R. Brewer Blvd, Jamaica, NY 11433",40.698188,-73.792751
684,,Governor Hochul's Visit to Far Rockaway,"Far Rockaway Church of the Nazarene 1414 Central Ave, Far Rockaway, NY 11691",40.606941,-73.750054
685,,Hamilton Beach Civic Association 10th Annual Hurricane Sandy Vigil,"Hamilton Beach Volunteer Firehouse 102-33 Davenport Ct, Howard Beach, NY 11414",40.653755,-73.82843
686,,Electrical Welfare Club 58th Annual Award  & Scholarship Breakfast,"Electric Industry Center Auditorium 67-35 Parsons Blvd. Flushing, NY 11365",40.733039,-73.810296
687,,102 PCT Council Meeting,One Stop Richmond Hill Community Center 110-08 Jamaica Avenue Richmond Hill NY 11418..,40.696373,-73.837662
688,,Robert Couche Senior Center,"137-57 Farmers Blvd, Queens, NY 11413",40.683375,-73.760424
689,,QDA Diwali Celebration,"11019 Atlantic Ave, Queens, NY 11418",40.69224,-73.835195
690,,Kicking It Van-Ess Community Walk and School Visit,"Qns Metropolitan H.S. 91-30 Metropolitan Ave,",40.711471,-73.858683
691,,Community Board 10 General Meeting,Old Mill Yacht Club 163-15 Cross Bay Boulevard Howard Beach,40.601639,-73.820264
692,,Madani Masjid Inc -Mosque Visit,"4151 69th St. Woodside, NY 11377",40.743064,-73.895538
693,,3rd Annual Far Rockaway Peace Treaty,"Hammels NYCHA Housing 84-16 Rockaway Beach Blvd, Far Rockaway, NY 11693",40.589014,-73.81036
694,,Greater Springfield Community Church Award Ceremony,"Greater Springfield Community Church 177-06 129th Ave. Jamaica, NY 11434",40.680303,-73.765213
695,,Women's Club of Forest Hills / Fraud & Scam Presentation,"15 Borgage Place, Forest Hills, NY 11375",40.723041,-73.843688
696,,Community Board 5 General Meeting,"6802 Metropolitan Ave, Middle Village 11379",40.711687,-73.888219
697,,109th PCT Community Council meeting,"26-15 154th St, Queens, NY 11354",40.773494,-73.809079
698,,CB4 Community Board meeting,"79-01 Broadway, Elmhurst, NY 11373",40.744586,-73.886173
699,,Community Board 14 Meeting,333 Beach 90 Street Rockaway Beach 11694,40.57661,-73.84276
700,,Movie Screening to bring awareness to Human Trafficiking towards the community,"9716 101st Ave, Ozone Park, NY 11416",40.684833,-73.843549
701,,Healthy and Wealthy Expo - SEQ Chamber of Commerce,"Rochdale Village Grandballroom 169-65 137th Street, Jamaica NY 11434",40.690216,-73.780262
702,,NCNW - The Power of Pregnancy Its All About You,"Antuns 96-43 Springfield Blvd, Queens, NY 11429",40.717367,-73.73521
703,,115th Precinct Community Council,115th Precinct 92-15 Northern Boulevard Jackson Heights 11372,40.751146,-73.882508
704,,CM Brooks-Powers Veterans Luncheon,American Legion Post 483 240-08 135th Street  Rosedale  11422,40.671874,-73.734042
705,,101st Precinct Council Meeting,Church of God Christian Academy 1332 Central Avenue Far Rockaway 11691,40.606941,-73.750054
707,,Southeast Queens Friendsgiving Dinner,"NYC Arena 91-12 144th Place Jamaica, NY 11435",40.700263,-73.810064
708,,Sunnyside Shines Holiday Lighting Ceremony,"Greenpoint Ave., between 42 and 43 Sts.",40.700263,-73.810064
709,,Gun Buy Back,"Church of God Christian Academy 1332 Central Avenue, Far Rockaway NY 11691",40.606941,-73.750054
710,,NYPD Desi Turkey Giveaway,"Ozone Park Church of Nazarene 128-02 Foch Blvd, South Ozone Park NY 11420",40.676034,-73.809582
711,,Rosedale Civic Association Meeting,"Village fellowship Worship Center - 247-11 Francis Lewis Bld, Rosedale NY 11422",40.659418,-73.736866
712,,105 PCT Council Meeting,"105 PCT  92-08 222nd St, Queens, NY 11428",40.726301,-73.734551
713,,Sikh Officers Association 1st Annual Gala,"Maleen Banquet Hall 241-03 Jamaica Avenue, Queens NY 11426",40.723941,-73.726426
714,,Community Board 10 Meeting,Old Mill Yacht Club 163-15 Cross Bay Boulevard Howard Beach 11414,40.651917,-73.83778
715,,Hamilton Beach Civic Association Christmas Tree Lighting,"West Hamilton Beach Volunteer Fire House 102-33 Davenport Ct, Howard Beach, NY 11424",40.714304,-73.827263
716,,VFW Queens County Council 58th Annual Legislative Breakfast.,"Flanders Field VFW Post No. 150, 51-11 108th Street, Corona, N.Y. 11368.",40.748751,-73.854333
717,,Howard Beach Christmas Tree Lighting,Welcome to Howard Beach Sign at Cross Bay Boulevard and 155th Avenue 11424,40.714304,-73.827263
718,,Vietnam Veterans of America Chapter 32 Chirstmas Party,6157 Maspeth Avenue in Maspeth 11378,40.722968,-73.902411
719,,Queens Borough Board Meeting,Queens Borough President's Conference Room 120-55 Queens Boulevard Kew Gradens 11424,40.714304,-73.827263
720,,Queens Power Women Meet & Greet,"II BACCO 253-24 Northern Blvd, Little Neck, NY",40.771446,-73.734833
721,,102 PCT Council Meeting,One Stop Richmond Hill Community Center 110-08 Jamaica Avenue Richmond Hill NY 11418..,40.696373,-73.837662
722,,Rockaway Beach Christmas Tree Lighting,116TH Street and Beach Channel Drive Rockaway Park 11694,40.580355,-73.837515
723,,ADA Association of Queens County Holiday Dinner,"Douglaston Club, 600 West Drive, Douglaston NY 11363",40.77646,-73.75238
724,,NYPD Desi Holiday celebration,"World Fair Marina- 1 world Fair Marina Blvd, Queens NY 11368",40.761096,-73.857665
725,,Tree of Life Ribbon Cutting Ceremony - First Presbyterian Church,"89-60 164th Street, Jamaica, NY 11432",40.705892,-73.796372
726,,5th Annual Christmas Tree Lighting Ceremony,"132-05 Cross Bay Blvd, Ozone Park NY 11417",40.676459,-73.843309
727,,Holiday Care Packages Giveaway,"Community Life Lacase Hope Century Shelter 95-65 Tuckerton St., Jamaica, NY 11432",40.698715,-73.800899
728,,New York Bangladeshi American Lions Club Installation Ceremony,"World Fair Marina- 1 world Fair Marina Blvd, Queens NY 11368",40.761096,-73.857665
729,,AGAPE Coat Drive with Selvena Brooks-Powers,"Rockaway Plaza 1725 Village Lane, Far Rockaway NY 11691",40.605294,-73.752926
730,,The Greater Allen AME Cathedral,"110-31 Merrick Blvd, Jamaica, NY 11433",40.694906,-73.781491
731,,St. Bonaventure Catholic Church,"114-58 170th St, Jamaica, NY 11434",40.68996,-73.779337
732,,Eternal Love Baptist Church,"54-07 99th St. Corona, NY 11368",40.739414,-73.860432
733,,2nd Annual Christmas Tree Lighting Ceremony,"83-10 Rockaway Blvd, Ozone Park NY 11416",40.683689,-73.857163
734,,Queens Symphony Orchestra Holiday Magic Concert,"Lefrak Concert Hall, 65-30 Kissena Blvd. Flushing, NY",40.736139,-73.814868
735,,Community Board 14 Meeting,Knights of Columbus 333 Beach 90th Street Rockaway Beach 11694,40.57661,-73.84276
736,,109th Precint Council holiday party,"Magna Restaurante - 35-25 Farrington Street, Flushing NY",40.763938,-73.831775
737,,106th Precinct Community Council Meeting,"106th Precinct 103-53 101st St, Queens, NY 11417",40.682172,-73.839852
738,,Broadway In Queens - AGAPE,"Rochdale Village Ballroom Courtyard - 169-65 137th Avenue, Jamaica, NY 11434",40.674088,-73.770908
739,,2nd Annual Holiday Toy Giveaway - NYPD Community Affairs,"I.S. 192 The Linden 109-89 204th St, Jamaica, NY 11412",40.70564,-73.753042
740,,QDA Coat Drive with Evangel Church,"Evangel Church 39-20 27th Street, Long Island City 11101",40.75353,-73.936936
742,,Greater Allen A.M.E. Cathedral's Christmas on the Boulevard Toy Giveaway,"110-31 Merrick Blvd., Jamaica, NY 11434",40.694906,-73.781491
743,,A Cause A Concern A Solution Christmas Toy Drive,"91-12 144th Place Jamaica, NY 11435",40.700263,-73.810064
744,,Senator Leroy Comrie's 8th Annual Toy Giveaway,"Community Mediation Services 89-64 163rd St., Jamaica, NY 11432",40.705322,-73.797329
745,,Homeless Family Sit Down Dinner & Toy Giveaway - AGAPE,"Club Jouvay,  147-02 Liberty Ave, Queens, NY 11435",40.696241,-73.804112
