,index,full_date,Date,Month,Week #,Day,Year,Event,Staff Supervisor,Event Coordinator,DA Speaking?,Time,Briefing,Location,Location_Parse,location_parse,address_string,zip,county,state,city,Latitude,Longitude,Accuracy Score,County,Source,review,is_zoom,Manually Add Address,dedupe_mask,is_zoom_v2,is_blank,lat_long_gmaps
881,881,7/29/2023,30-Jul,,,,,Sylvia Weprin Street Co-naming Ceremoni,Rokeya,David Weprin,YES,11:15 AM,Yes,"67th Avenue and 192nd Street, Fresh Meadows","[('67th', 'StreetName'), ('Avenue', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('192nd', 'StreetName'), ('Street,', 'StreetNamePostType'), ('Fresh', 'PlaceName'), ('Meadows', 'PlaceName')]","[('67th', 'StreetName'), ('Avenue', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('192nd', 'StreetName'), ('Street,', 'StreetNamePostType'), ('Fresh', 'PlaceName'), ('Meadows', 'PlaceName')]",67th Avenue Fresh Meadows,,Queens,New York,New York City,40.7380083,-73.7816729,0.9,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,RokeyaDavid WeprinJul-3011:15 AM,FALSE,FALSE,"[40.7380083, -73.78167289999999]"
882,882,8/1/2023,1-Aug,8,32,Tue,2023,NNO 100,Dan,NYPD 100 PCC,TBD,4:00 PM,,Beach 94th Street and Rockaway Bch Blvd.,"[('Beach', 'StreetNamePreType'), ('94th', 'StreetName'), ('Street', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('Rockaway', 'StreetName'), ('Bch', 'StreetName'), ('Blvd.', 'StreetNamePostType')]","[('Beach', 'StreetNamePreType'), ('94th', 'StreetName'), ('Street', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('Rockaway', 'StreetName'), ('Bch', 'StreetName'), ('Blvd.', 'StreetNamePostType')]",94th Street,,Queens,New York,New York City,40.5859824,-73.8165664,0.9,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanNYPD 100 PCCAug-014:00 PM,FALSE,FALSE,"[40.5859824, -73.8165664]"
883,883,8/1/2023,1-Aug,8,32,Tue,2023,NNO 101,Dan,NYPD 101 PCC,TBD,3:00 PM,Dan,O'Donohue Park Beach 17th St. & Boardwalk,"[(""O'Donohue"", 'BuildingName'), ('Park', 'BuildingName'), ('Beach', 'AddressNumber'), ('17th', 'StreetName'), ('St.', 'StreetNamePostType'), ('&', 'IntersectionSeparator'), ('Boardwalk', 'StreetName')]","[(""O'Donohue"", 'BuildingName'), ('Park', 'BuildingName'), ('Beach', 'AddressNumber'), ('17th', 'StreetName'), ('St.', 'StreetNamePostType'), ('&', 'IntersectionSeparator'), ('Boardwalk', 'StreetName')]",Beach 17th St.,,Queens,New York,New York City,40.596932,-73.750948,0.9,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,DanNYPD 101 PCCAug-013:00 PM,FALSE,FALSE,
884,884,8/1/2023,1-Aug,8,32,Tue,2023,NNO 102,Rokeya,NYPD 102 PCC,TBD,5:00 PM,,Victory Field Woodhaven Blvd and Myrtle Ave,"[('Victory', 'StreetName'), ('Field', 'StreetName'), ('Woodhaven', 'StreetName'), ('Blvd', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('Myrtle', 'StreetName'), ('Ave', 'StreetNamePostType')]","[('Victory', 'StreetName'), ('Field', 'StreetName'), ('Woodhaven', 'StreetName'), ('Blvd', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('Myrtle', 'StreetName'), ('Ave', 'StreetNamePostType')]",Victory Field Woodhaven Blvd,,Queens,New York,New York City,40.70175570000001,-73.854018,0.9,Kings County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,RokeyaNYPD 102 PCCAug-015:00 PM,FALSE,FALSE,"[40.70175570000001, -73.854018]"
885,885,8/1/2023,1-Aug,8,32,Tue,2023,NNO 103,Shana,NYPD 103 PCC,TBD,5:00 PM,Cathleen,Rufus King Park,"[('Rufus', 'BuildingName'), ('King', 'BuildingName'), ('Park', 'BuildingName')]","[('Rufus', 'BuildingName'), ('King', 'BuildingName'), ('Park', 'BuildingName')]",,,Queens,New York,New York City,40.7036801,-73.8039529,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ShanaNYPD 103 PCCAug-015:00 PM,FALSE,FALSE,"[40.7036801, -73.8039529]"
886,886,8/1/2023,1-Aug,8,32,Tue,2023,NNO 104,Kate,,TBD,5:30 PM,,"Juniper Valley Park, Middle Village","[('Juniper', 'BuildingName'), ('Valley', 'BuildingName'), ('Park,', 'BuildingName'), ('Middle', 'BuildingName'), ('Village', 'BuildingName')]","[('Juniper', 'BuildingName'), ('Valley', 'BuildingName'), ('Park,', 'BuildingName'), ('Middle', 'BuildingName'), ('Village', 'BuildingName')]",,,Queens,New York,New York City,40.7204799,-73.8796677,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,KateAug-015:30 PM,FALSE,FALSE,"[40.7204799, -73.8796677]"
887,887,8/1/2023,1-Aug,8,32,Tue,2023,NNO 105,Shana,,TBD,5:00 PM,,Cabell Park 121st. Ave ad Francis Lewis Blvd.,"[('Cabell', 'BuildingName'), ('Park', 'BuildingName'), ('121st.', 'BuildingName'), ('Ave', 'BuildingName'), ('ad', 'BuildingName'), ('Francis', 'BuildingName'), ('Lewis', 'BuildingName'), ('Blvd.', 'BuildingName')]","[('Cabell', 'BuildingName'), ('Park', 'BuildingName'), ('121st.', 'BuildingName'), ('Ave', 'BuildingName'), ('ad', 'BuildingName'), ('Francis', 'BuildingName'), ('Lewis', 'BuildingName'), ('Blvd.', 'BuildingName')]",,,Queens,New York,New York City,40.6891373,-73.7428871,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ShanaAug-015:00 PM,FALSE,FALSE,"[40.6891373, -73.74288709999999]"
888,888,8/1/2023,1-Aug,8,32,Tue,2023,NNO 106,Dan,NYPD 106,TBD,6:00 PM,,Addabbo Playground,"[('Addabbo', 'Recipient'), ('Playground', 'Recipient')]","[('Addabbo', 'Recipient'), ('Playground', 'Recipient')]",,,Queens,New York,New York City,40.6732907,-73.8542329,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanNYPD 106Aug-016:00 PM,FALSE,FALSE,"[40.6732907, -73.8542329]"
889,889,8/1/2023,1-Aug,8,32,Tue,2023,NNO 107,Rokeya,NYPD 107,TBD,6:00 PM,,Electhester Shopping Center,"[('Electhester', 'BuildingName'), ('Shopping', 'BuildingName'), ('Center', 'BuildingName')]","[('Electhester', 'BuildingName'), ('Shopping', 'BuildingName'), ('Center', 'BuildingName')]",,,Queens,New York,New York City,40.7313193,-73.8099091,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,RokeyaNYPD 107Aug-016:00 PM,FALSE,FALSE,"[40.7313193, -73.8099091]"
890,890,8/1/2023,1-Aug,8,32,Tue,2023,NNO 108,Javier,NYPD 108 PCC,TBD,5:30 PM,,Andrew Grove Park,"[('Andrew', 'StreetName'), ('Grove', 'StreetName'), ('Park', 'StreetNamePostType')]","[('Andrew', 'StreetName'), ('Grove', 'StreetName'), ('Park', 'StreetNamePostType')]",Andrew Grove Park,,Queens,New York,New York City,40.713574,-73.908703,0.9,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,JavierNYPD 108 PCCAug-015:30 PM,FALSE,FALSE,
891,891,8/1/2023,1-Aug,8,32,Tue,2023,NNO 109,TBD,NYPD 109,TBD,5:00 PM,,PS 20 Barclay Ave and Union St.,"[('PS', 'StreetNamePreType'), ('20', 'StreetName'), ('Barclay', 'StreetName'), ('Ave', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('Union', 'StreetName'), ('St.', 'StreetNamePostType')]","[('PS', 'StreetNamePreType'), ('20', 'StreetName'), ('Barclay', 'StreetName'), ('Ave', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('Union', 'StreetName'), ('St.', 'StreetNamePostType')]",20 Barclay Ave,,Queens,New York,New York City,40.7583819,-73.8243949,0.9,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,TBDNYPD 109Aug-015:00 PM,FALSE,FALSE,"[40.7583819, -73.8243949]"
892,892,8/1/2023,1-Aug,8,32,Tue,2023,NNO 110,TBD,NYPD 110 PCC,TBD,4:00 PM,,Flushing Meadow Corona Park,"[('Flushing', 'BuildingName'), ('Meadow', 'BuildingName'), ('Corona', 'BuildingName'), ('Park', 'BuildingName')]","[('Flushing', 'BuildingName'), ('Meadow', 'BuildingName'), ('Corona', 'BuildingName'), ('Park', 'BuildingName')]",,,Queens,New York,New York City,40.7400625,-73.8406875,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,TBDNYPD 110 PCCAug-014:00 PM,FALSE,FALSE,"[40.7400625, -73.8406875]"
893,893,8/1/2023,1-Aug,8,32,Tue,2023,NNO 111,Kate,NYPD 111 PCC,TBD,6:00 PM,Kate,Douglaston Shopping Center 242-02 61st Ave.,"[('Douglaston', 'BuildingName'), ('Shopping', 'BuildingName'), ('Center', 'BuildingName'), ('242-02', 'AddressNumber'), ('61st', 'StreetName'), ('Ave.', 'StreetNamePostType')]","[('Douglaston', 'BuildingName'), ('Shopping', 'BuildingName'), ('Center', 'BuildingName'), ('242-02', 'AddressNumber'), ('61st', 'StreetName'), ('Ave.', 'StreetNamePostType')]",242-02 61st Ave.,,Queens,New York,New York City,40.7550356,-73.7377916,0.6,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,KateNYPD 111 PCCAug-016:00 PM,FALSE,FALSE,"[40.7550356, -73.7377916]"
894,894,8/1/2023,1-Aug,8,32,Tue,2023,NNO 112,Javier,NYPD 112 PCC,TBD,5:30 PM,,MacDonald Park Queens Blvd. & Yellowstone Blvd.,"[('MacDonald', 'AddressNumber'), ('Park', 'StreetName'), ('Queens', 'StreetName'), ('Blvd.', 'StreetNamePostType'), ('&', 'IntersectionSeparator'), ('Yellowstone', 'StreetName'), ('Blvd.', 'StreetNamePostType')]","[('MacDonald', 'AddressNumber'), ('Park', 'StreetName'), ('Queens', 'StreetName'), ('Blvd.', 'StreetNamePostType'), ('&', 'IntersectionSeparator'), ('Yellowstone', 'StreetName'), ('Blvd.', 'StreetNamePostType')]",MacDonald Park Queens Blvd.,,Queens,New York,New York City,40.7221935,-73.8467117,0.9,Kings County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,JavierNYPD 112 PCCAug-015:30 PM,FALSE,FALSE,"[40.7221935, -73.8467117]"
895,895,8/1/2023,1-Aug,8,32,Tue,2023,NNO 113,Shana,NYPD 113 PCC,TBD,4:00 PM,Cathleen,"North Rochdale Playground Baisley Blvd. & Bedell St. Jamaica, NY (Next to 113 Precinct)","[('North', 'StreetNamePreDirectional'), ('Rochdale', 'StreetName'), ('Playground', 'StreetName'), ('Baisley', 'StreetName'), ('Blvd.', 'StreetNamePostType'), ('&', 'IntersectionSeparator'), ('Bedell', 'StreetName'), ('St.', 'StreetNamePostType'), ('Jamaica,', 'PlaceName'), ('NY', 'StateName'), ('(Next', 'USPSBoxType'), ('to', 'USPSBoxType'), ('113', 'USPSBoxID'), ('Precinct)', 'PlaceName')]","[('North', 'StreetNamePreDirectional'), ('Rochdale', 'StreetName'), ('Playground', 'StreetName'), ('Baisley', 'StreetName'), ('Blvd.', 'StreetNamePostType'), ('&', 'IntersectionSeparator'), ('Bedell', 'StreetName'), ('St.', 'StreetNamePostType'), ('Jamaica,', 'PlaceName'), ('NY', 'StateName'), ('(Next', 'USPSBoxType'), ('to', 'USPSBoxType'), ('113', 'USPSBoxID'), ('Precinct)', 'PlaceName')]",MacDonald Park Queens Blvd.,,Queens,New York,New York City,40.6800091,-73.774982,0.9,Kings County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ShanaNYPD 113 PCCAug-014:00 PM,FALSE,FALSE,"[40.6800091, -73.774982]"
896,896,8/1/2023,1-Aug,8,32,Tue,2023,NNO 114,Javier,NYPD 114 PCC,TBD,5:00 PM,Kate,Astoria Park Shore Blvd. btwn. Ditmars Blvd. & Astoria Park South on the Great Lawn,"[('Astoria', 'BuildingName'), ('Park', 'BuildingName'), ('Shore', 'BuildingName'), ('Blvd.', 'BuildingName'), ('btwn.', 'BuildingName'), ('Ditmars', 'BuildingName'), ('Blvd.', 'BuildingName'), ('&', 'BuildingName'), ('Astoria', 'BuildingName'), ('Park', 'BuildingName'), ('South', 'BuildingName'), ('on', 'BuildingName'), ('the', 'BuildingName'), ('Great', 'BuildingName'), ('Lawn', 'BuildingName')]","[('Astoria', 'BuildingName'), ('Park', 'BuildingName'), ('Shore', 'BuildingName'), ('Blvd.', 'BuildingName'), ('btwn.', 'BuildingName'), ('Ditmars', 'BuildingName'), ('Blvd.', 'BuildingName'), ('&', 'BuildingName'), ('Astoria', 'BuildingName'), ('Park', 'BuildingName'), ('South', 'BuildingName'), ('on', 'BuildingName'), ('the', 'BuildingName'), ('Great', 'BuildingName'), ('Lawn', 'BuildingName')]",,,Queens,New York,New York City,40.7785364,-73.9228336,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,JavierNYPD 114 PCCAug-015:00 PM,FALSE,FALSE,"[40.7785364, -73.92283359999999]"
897,897,8/1/2023,1-Aug,8,32,Tue,2023,NNO 115,Dan,NYPD 115 PCC,TBD,6:00 PM,,"Northern Park, Northern Blvd. btwn. 93rd & 94th St. Jackson Heights, NY","[('Northern', 'BuildingName'), ('Park,', 'BuildingName'), ('Northern', 'BuildingName'), ('Blvd.', 'BuildingName'), ('btwn.', 'StreetNamePreDirectional'), ('93rd', 'StreetName'), ('&', 'IntersectionSeparator'), ('94th', 'StreetName'), ('St.', 'StreetNamePostType'), ('Jackson', 'PlaceName'), ('Heights,', 'PlaceName'), ('NY', 'StateName')]","[('Northern', 'BuildingName'), ('Park,', 'BuildingName'), ('Northern', 'BuildingName'), ('Blvd.', 'BuildingName'), ('btwn.', 'StreetNamePreDirectional'), ('93rd', 'StreetName'), ('&', 'IntersectionSeparator'), ('94th', 'StreetName'), ('St.', 'StreetNamePostType'), ('Jackson', 'PlaceName'), ('Heights,', 'PlaceName'), ('NY', 'StateName')]",93rd  Jackson Heights,,Queens,New York,New York City,40.75669,-73.8742047,0.9,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanNYPD 115 PCCAug-016:00 PM,FALSE,FALSE,"[40.75669, -73.8742047]"
898,898,8/1/2023,1-Aug,8,32,Tue,2023,NNO PSA 9,Marlon,NYPD PSA 9 PCC,TBD,4:00 PM,,Queensbridge Houses  41st. btwn. 10th & 12th,"[('Queensbridge', 'Recipient'), ('Houses', 'Recipient'), ('41st.', 'AddressNumber'), ('btwn.', 'StreetNamePreDirectional'), ('10th', 'StreetName'), ('&', 'IntersectionSeparator'), ('12th', 'StreetName')]","[('Queensbridge', 'Recipient'), ('Houses', 'Recipient'), ('41st.', 'AddressNumber'), ('btwn.', 'StreetNamePreDirectional'), ('10th', 'StreetName'), ('&', 'IntersectionSeparator'), ('12th', 'StreetName')]",41st. 10th,,Queens,New York,New York City,40.7556711,-73.9456723,0.7,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,MarlonNYPD PSA 9 PCCAug-014:00 PM,FALSE,FALSE,"[40.7556711, -73.9456723]"
899,899,8/1/2023,1-Aug,8,32,Tue,2023,NNO Rochdale VIllage,Marlon,Rochdale Village,TBD,,,,"[('nan', 'Recipient')]","[('nan', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,,,MarlonRochdale VillageAug-01,FALSE,TRUE,
900,900,8/2/2023,2-Aug,8,32,Wed,2023,Chazaq Youth Center Grand Opening,Kate,Israel Peskowitz,YES,12:00 PM,Kate,"10805 68th Road, Forest Hills 11375","[('10805', 'AddressNumber'), ('68th', 'StreetName'), ('Road,', 'StreetNamePostType'), ('Forest', 'PlaceName'), ('Hills', 'PlaceName'), ('11375', 'ZipCode')]","[('10805', 'AddressNumber'), ('68th', 'StreetName'), ('Road,', 'StreetNamePostType'), ('Forest', 'PlaceName'), ('Hills', 'PlaceName'), ('11375', 'ZipCode')]",10805 68th Road Forest Hills,11375,Queens,New York,New York City,40.726548,-73.845908,1,Queens County,City of New York,No Review Needed,FALSE,,KateIsrael PeskowitzAug-0212:00 PM,FALSE,FALSE,
901,901,8/5/2023,5-Aug,8,32,Sat,2023,Pomonok Houses Family Day,Marlon,Tamika Williams,NO,12:00 PM,nO,"67-20 Parsons Boulevard, Fluhing, NY 11365","[('67-20', 'AddressNumber'), ('Parsons', 'StreetName'), ('Boulevard,', 'StreetNamePostType'), ('Fluhing,', 'PlaceName'), ('NY', 'StateName'), ('11365', 'ZipCode')]","[('67-20', 'AddressNumber'), ('Parsons', 'StreetName'), ('Boulevard,', 'StreetNamePostType'), ('Fluhing,', 'PlaceName'), ('NY', 'StateName'), ('11365', 'ZipCode')]",67-20 Parsons Boulevard Fluhing,11365,Queens,New York,New York City,40.733822,-73.812048,1,Queens County,City of New York,No Review Needed,FALSE,,MarlonTamika WilliamsAug-0512:00 PM,FALSE,FALSE,
902,902,8/5/2023,5-Aug,8,32,Sat,2023,SRINGFIELD GARDENS TAXPAYERS AND CITIZENS ASSOCIATION Block Party,Shana,Jaqualine Foster,tbd,12:00 PM,TBD,141 Ave between 180th and 181st streets,"[('141', 'AddressNumber'), ('Ave', 'StreetName'), ('between', 'StreetName'), ('180th', 'StreetName'), ('and', 'IntersectionSeparator'), ('181st', 'StreetName'), ('streets', 'StreetNamePostType')]","[('141', 'AddressNumber'), ('Ave', 'StreetName'), ('between', 'StreetName'), ('180th', 'StreetName'), ('and', 'IntersectionSeparator'), ('181st', 'StreetName'), ('streets', 'StreetNamePostType')]",141 Ave between 180th,,Queens,New York,New York City,,,0.5,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ShanaJaqualine FosterAug-0512:00 PM,FALSE,FALSE,
903,903,8/5/2023,5-Aug,8,32,Sat,2023,Pretty Ricky Concert and BBQ,Dan,Amira Beatty,NO,12:00 PM,,O'Donohue Park Beach 17th Street in Far Rockaway,"[(""O'Donohue"", 'BuildingName'), ('Park', 'BuildingName'), ('Beach', 'BuildingName'), ('17th', 'BuildingName'), ('Street', 'BuildingName'), ('in', 'BuildingName'), ('Far', 'BuildingName'), ('Rockaway', 'BuildingName')]","[(""O'Donohue"", 'BuildingName'), ('Park', 'BuildingName'), ('Beach', 'BuildingName'), ('17th', 'BuildingName'), ('Street', 'BuildingName'), ('in', 'BuildingName'), ('Far', 'BuildingName'), ('Rockaway', 'BuildingName')]",,,Queens,New York,New York City,40.59453,-73.7496766,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanAmira BeattyAug-0512:00 PM,FALSE,FALSE,"[40.59453, -73.7496766]"
904,904,8/6/2023,6-Aug,8,32,Sun,2023,Jazz in the Garden Buffet Dinner Federated Blocks of Laurelton,Shana,Robert Glover,Yes,3:00 PM,Yes,240-08 135th Ave Rosedale NY 11422,"[('240-08', 'AddressNumber'), ('135th', 'StreetName'), ('Ave', 'StreetNamePostType'), ('Rosedale', 'PlaceName'), ('NY', 'StateName'), ('11422', 'ZipCode')]","[('240-08', 'AddressNumber'), ('135th', 'StreetName'), ('Ave', 'StreetNamePostType'), ('Rosedale', 'PlaceName'), ('NY', 'StateName'), ('11422', 'ZipCode')]",240-08 135th Ave Rosedale,11422,Queens,New York,New York City,40.671976,-73.734323,1,Queens County,City of New York,No Review Needed,FALSE,,ShanaRobert GloverAug-063:00 PM,FALSE,FALSE,
905,905,8/8/2023,8-Aug,8,33,Tue,2023,Sgt. Clarke Day,Marlon,Tanya Duhaney,NO,11:00 AM,NO,"Springfield Blvd & 184th Street, Springield Gardens, NY 11413","[('Springfield', 'StreetName'), ('Blvd', 'StreetNamePostType'), ('&', 'IntersectionSeparator'), ('184th', 'StreetName'), ('Street,', 'StreetNamePostType'), ('Springield', 'PlaceName'), ('Gardens,', 'PlaceName'), ('NY', 'StateName'), ('11413', 'ZipCode')]","[('Springfield', 'StreetName'), ('Blvd', 'StreetNamePostType'), ('&', 'IntersectionSeparator'), ('184th', 'StreetName'), ('Street,', 'StreetNamePostType'), ('Springield', 'PlaceName'), ('Gardens,', 'PlaceName'), ('NY', 'StateName'), ('11413', 'ZipCode')]",Springfield Blvd Springield Gardens,11413,Queens,New York,New York City,40.68268,-73.751498,1,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,MarlonTanya DuhaneyAug-0811:00 AM,FALSE,FALSE,
906,906,8/9/2023,9-Aug,8,33,Wed,2023,Retirement Party for Sgt. Clark,Shana,Cecilia Moody,TBD,7:00 PM,TBD,Space 224 224-03 Linden Blvd 11411,"[('Space', 'Recipient'), ('224', 'AddressNumber'), ('224-03', 'StreetName'), ('Linden', 'StreetName'), ('Blvd', 'StreetNamePostType'), ('11411', 'ZipCode')]","[('Space', 'Recipient'), ('224', 'AddressNumber'), ('224-03', 'StreetName'), ('Linden', 'StreetName'), ('Blvd', 'StreetNamePostType'), ('11411', 'ZipCode')]",224 224-03 Linden Blvd,11411,Queens,New York,New York City,40.69483,-73.735956,1,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,ShanaCecilia MoodyAug-097:00 PM,FALSE,FALSE,
907,907,8/10/2023,10-Aug,8,33,Thu,2023,Camping In The Park (Far Rockaway),Dan,Det. Duhaney,NO,5:00 PM,,Bayswater Park 32nd Street in Far Rockaway 11691,"[('Bayswater', 'Recipient'), ('Park', 'Recipient'), ('32nd', 'Recipient'), ('Street', 'Recipient'), ('in', 'Recipient'), ('Far', 'Recipient'), ('Rockaway', 'PlaceName'), ('11691', 'ZipCode')]","[('Bayswater', 'Recipient'), ('Park', 'Recipient'), ('32nd', 'Recipient'), ('Street', 'Recipient'), ('in', 'Recipient'), ('Far', 'Recipient'), ('Rockaway', 'PlaceName'), ('11691', 'ZipCode')]",Rockaway,11691,Queens,New York,New York City,40.601475,-73.76191,0.75,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,DanDet. DuhaneyAug-105:00 PM,FALSE,FALSE,
908,908,8/12/2023,12-Aug,8,33,Sat,2023,Astoria Houses Family Day,Marlon,Vanessa Jones-Hall,NO,,,4-05 Astoria Boulevard,"[('4-05', 'AddressNumber'), ('Astoria', 'StreetName'), ('Boulevard', 'StreetNamePostType')]","[('4-05', 'AddressNumber'), ('Astoria', 'StreetName'), ('Boulevard', 'StreetNamePostType')]",4-05 Astoria Boulevard,,Queens,New York,New York City,40.7732656,-73.9337288,0.9,New York County,City of New York,Manual Review,FALSE,,MarlonVanessa Jones-HallAug-12,FALSE,FALSE,"[40.7732656, -73.9337288]"
909,909,8/12/2023,12-Aug,8,33,Sat,2023,Inwood Street Block Association 2nd Annual Block Party,Shana,Arcelia Cook,TBD,11:00 AM,YBD,Inwwod Street Between 130th & Sutter Ave,"[('Inwwod', 'StreetName'), ('Street', 'StreetNamePostType'), ('Between', 'SubaddressType'), ('130th', 'SubaddressIdentifier'), ('&', 'IntersectionSeparator'), ('Sutter', 'StreetName'), ('Ave', 'StreetNamePostType')]","[('Inwwod', 'StreetName'), ('Street', 'StreetNamePostType'), ('Between', 'SubaddressType'), ('130th', 'SubaddressIdentifier'), ('&', 'IntersectionSeparator'), ('Sutter', 'StreetName'), ('Ave', 'StreetNamePostType')]",Inwwod Street,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ShanaArcelia CookAug-1211:00 AM,FALSE,FALSE,
910,910,8/12/2023,12-Aug,8,33,Sat,2023,Volunteers for Springfield Senior-youth adult center,Shana,Faye Hill,TBD,1:00 PM,TBD,156-15 146th Ave Springfield Gardens NY 11434,"[('156-15', 'AddressNumber'), ('146th', 'StreetName'), ('Ave', 'StreetNamePostType'), ('Springfield', 'PlaceName'), ('Gardens', 'PlaceName'), ('NY', 'StateName'), ('11434', 'ZipCode')]","[('156-15', 'AddressNumber'), ('146th', 'StreetName'), ('Ave', 'StreetNamePostType'), ('Springfield', 'PlaceName'), ('Gardens', 'PlaceName'), ('NY', 'StateName'), ('11434', 'ZipCode')]",156-15 146th Ave Springfield Gardens,11434,Queens,New York,New York City,40.663598,-73.781816,1,Queens County,City of New York,No Review Needed,FALSE,,ShanaFaye HillAug-121:00 PM,FALSE,FALSE,
